"name","parentPath","size","createTime","modifyTime","classifications","deletedAt","dupKey","isDeleted","metadataObject"
"54289.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",417,"2024/11/18 14:39:13","2024/11/18 14:39:13","Unclassified:100","","48ac5841a63f7e3c648e99a5172c4c459833d21ebd5ccf09176a3399b97d046bda59f1802ab5882e4e470560c61803c37763c03c81b13397282eeb6ef35bba02",0,"[object Object]"
"60879.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2415,"2024/11/18 14:39:11","2024/11/18 14:39:11","Unclassified:100","","043882519362155e42198336cd905d2b36811152e079721a3797bc5173d93f273db5b2397491ce62c3a23e7ddc696f7d970b642dd42963ed17c498719c1ec07f",0,"[object Object]"
"59230.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",626,"2024/11/18 14:38:09","2024/11/18 14:38:09","Unclassified:100","","1fb1a089c5b9e090878a6133e7812c234d0fe26d15be58068bce0b57a0093a9bfc34e3a75542f610814fa5d6aa3d434a62c12f178b4f35cad06bfbb589fa8371",0,"[object Object]"
"15764.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1113,"2024/11/18 14:38:40","2024/11/18 14:38:40","Unclassified:100","","c1e18836adf1ec4b22debe7a472d023681a8b48b4eb2978b00776d50e4e5b98b803292a145ae5f3793c2d7a951e49e21ec639ce2867592e98bc6ab1c1d5bd222",0,"[object Object]"
"16131.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",905,"2024/11/18 14:39:03","2024/11/18 14:39:03","Unclassified:100","","aac23156cfd3da09801090ed1e3685fb58695f77e49989aa1526fda200a5b18986fabe31aa675bed7ff2c68f53ac83fc41cdaaccf13a9dc4d46a253bed5d81a7",0,"[object Object]"
"16122.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1100,"2024/11/18 14:38:19","2024/11/18 14:38:19","Unclassified:100","","e39ed5b01c27b52e0332a6bd23d90c5e6b554e50dec4553aef15318b9562c632b11e4049bd4b52b5122cf05a9c377f8eaec27e52c8eed7a6ef634eb42d222402",0,"[object Object]"
"16053.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1217,"2024/11/18 14:38:45","2024/11/18 14:38:45","Unclassified:100","","d14eb44b1a78daa81e352f6735717aaec6e4718086253789e60e92a16a506cf2bc1bf8134b342c6ae9f3645fca0ca9a854d0c98fdb187839e019fc2aa1e6746d",0,"[object Object]"
"61230.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",684,"2024/11/18 14:38:42","2024/11/18 14:38:42","Unclassified:100","","8df5e42dee2c3ff80ca649995acd5777417bbc78a45ae04cf1bd8b1efd839fd30263a3e1c2d141cc6048dac3e9b58633371b2b6b4915fdb0aafe10f0a8522952",0,"[object Object]"
"58106.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1803,"2024/11/18 14:38:06","2024/11/18 14:38:06","ICD 10 Diagnosis Policy:085","","51d986edbd7cfd5c279d3de1db1d20ba8c350fda93324e1300c2a24863f07a092b00256df92095ddc11e321cdb83f593351961f5ffa644fc459c99760becee8c",0,"[object Object]"
"61226.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",457,"2024/11/18 14:39:14","2024/11/18 14:39:14","Unclassified:100","","af147a020a72612b2615830b3d89acc7fa2bc9f18d47322e0ba8ce405311d171dd856c9c7352e3c40498358f438639c2f7bf641a1b27776b7bf0a38f250780ee",0,"[object Object]"
"59235.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",957,"2024/11/18 14:38:35","2024/11/18 14:38:35","Unclassified:100","","5b688a507675fa4b045a5d51d7992f3ef66623309c1e05973a501e7ce9ec94546d142c237aebec8fb1a7286fac1f1c6d4e82815e5bde2de0431cb461ca6180ee",0,"[object Object]"
"54310.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",969,"2024/11/18 14:38:01","2024/11/18 14:38:01","Unclassified:100","","c814b57f01cd114f212820a97b57536d191b6456c7c5752a745d79b5b633c08a1752127d8ea2b3d383a8169d3575c07b5d749846df27eddca44439e62af77df6",0,"[object Object]"
"59623.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1175,"2024/11/18 14:37:24","2024/11/18 14:37:24","Unclassified:100","","cf5014a15fc6b0e40216d77b3ab8e611b901b9c21dc19936a402033ae9c68fcfd80ba6acf7192e17db551cda2204f72d5a8b913f4ba90a7b370c09ba8d9120d6",0,"[object Object]"
"61037.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",902,"2024/11/18 14:38:11","2024/11/18 14:38:11","Unclassified:100","","5e72b6cdea8dff98a250d2ae15c1eb46b7aef14ec6031776d0b37313aebc6f432cc72f1e34a716065064b5e071be292ecc46d8f45574961963e651da46e4abe6",0,"[object Object]"
"59191.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",513,"2024/11/18 14:38:03","2024/11/18 14:38:03","Unclassified:100","","51b248a9095bee2325004631d5b9b927ca0ecffdf86a7a21d91358ed54ab4239d3aa2bbc679fe054a6344753534596378d53093cbfe439a5529643edcc31c92f",0,"[object Object]"
"53526.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",570,"2024/11/18 14:38:33","2024/11/18 14:38:33","Unclassified:100","","6a05fb2b23c9c031559fe0bad77a885eaa7025d5996627533bff7b621d79e1a07dad45a50f5f790b8dd0bcc27df947f0ac2ac4b62c0b616d8afd46ad51196eff",0,"[object Object]"
"62113.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",846,"2024/11/18 14:38:03","2024/11/18 14:38:03","Unclassified:100","","41825b78cbab5364e71bb5ab56979318df9316daf610417022d7298126b19485105750597a07eecda54725ada4e18cdb5b2371063277930aa84a02dac972e68e",0,"[object Object]"
"16054.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",382,"2024/11/18 14:37:30","2024/11/18 14:37:30","Unclassified:100","","cdf63293d03f982a55aa3888b013fc536c9675796ce79a3773a43f6c3ddd8ad7e80018ac3131b7e4b81a489c0c1709f75df34f01eda558ea8893d1d33cb3e232",0,"[object Object]"
"59033.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1848,"2024/11/18 14:38:15","2024/11/18 14:38:15","Unclassified:100","","e9171c0da789b0bb584b0549d8321e4f4091403579b36bc4c3a9343e5d7d172ba1280a35b8f1411284f2af340664a4c53a45ec66b83bebf42bac7c9a89e7d50a",0,"[object Object]"
"15819.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1206,"2024/11/18 14:37:51","2024/11/18 14:37:51","Unclassified:100","","3c3830a971269bcbd0491673f2f0ef59a0a7d6660aaf02818eff4913b9ba0473ed3bf0a6378f0bf83a8d956d13295fc9ebc3915d7dfad4e5ce80ad29a31cb7ff",0,"[object Object]"
"61543.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2222,"2024/11/18 14:38:34","2024/11/18 14:38:34","Unclassified:100","","05b8d4154bcee0bab595366fadb47035ef90bcf7d6d1a4321219b91a68516eb0c06bf756593e6dd04dc27ad314dbd20c3dec87f4b89334047e2546639ec4ad6a",0,"[object Object]"
"15375.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1246,"2024/11/18 14:38:31","2024/11/18 14:38:31","Unclassified:100","","9971568435035be64922109282fcdab0d78c01052e6c019bbf1cc6576a24b7e4ea5334d658f409bdf63f4755e8118301ebf29e77d8582f2a9799778f4ac3c6dc",0,"[object Object]"
"61545.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",5139,"2024/11/18 14:37:31","2024/11/18 14:37:31","Unclassified:100","","91b97ca1585441a6cfa4a6801a91b114cb331f396b9e09830d851f9c0c6b49f016a381f29e8122213efcbd976352f546692e1cac7e7df1e051e9c6afc39bae48",0,"[object Object]"
"54307.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",569,"2024/11/18 14:37:23","2024/11/18 14:37:23","Unclassified:100","","e6c73ae607ad1ad0ecdf237173eb12fb2d4b96e90e2c9b2b5e9e2c4ad93f4f3bd67d483595a564096b3f2bbc9e87fd1892b70587142bb2d95007d728a200c2f6",0,"[object Object]"
"59026.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",859,"2024/11/18 14:38:05","2024/11/18 14:38:05","Unclassified:100","","3e95b02931c070ed4091f2fe212d543af62b7cb6a6d63cc8cb3d39ff651e9d9497e3768c8edadf197f0c67dd074e35cfd472a35e7acdf21a51615e7ff38cfae8",0,"[object Object]"
"54262.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",830,"2024/11/18 14:39:11","2024/11/18 14:39:11","Unclassified:100","","c487531c838d0843272c3ce06e2a70ef589b23efb6886e3829d0336026fb3bc0358edb1886602460e9a7c0f587f0b785fd7c2eaed99a7682daa02a36f38f8d7f",0,"[object Object]"
"61235.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",884,"2024/11/18 14:38:14","2024/11/18 14:38:14","Unclassified:100","","62aa9fa7d680ec9da9f523db86ad3b88203648f2b12546edfd3d257f09232dbc4311d6e889fe9e1043bdfef9b0d30358cff8e9780378e5c71908b337e198643d",0,"[object Object]"
"59154.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",18760,"2024/11/18 14:39:05","2024/11/18 14:39:05","Unclassified:100","","df135e9c980aa878181a074f61ce948e415d1e2d51ddf16ca8aa6d78aba8e7f285036514050bf4a9ecce1a047c9c6e21f334462052f67bc674b7cc4a61ef694c",0,"[object Object]"
"59432.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1649,"2024/11/18 14:38:51","2024/11/18 14:38:51","Unclassified:100","","b2369f300387ca7b726f2cef9fee0c6327ef44efdc48a5eb4f033e5b4f65e0f630c95a3b192af9de0039d8e3dffbd887e7658a9a0f43de4142f9ec2db8f41449",0,"[object Object]"
"58138.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",703,"2024/11/18 14:37:38","2024/11/18 14:37:38","Unclassified:100","","700041ec28c155cd2201eeb4e089d662231cbe4d11b3726a13c401807b55d40fb87af7e929447a531850391171293fb65ec4c158ead488c4bc958de242baa984",0,"[object Object]"
"53725.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2794,"2024/11/18 14:38:40","2024/11/18 14:38:40","Unclassified:100","","62c013a485b24460bee3871a5bc52f99d4a00efc2d73fb10ff036040e00d67fb66ebe290c1a7652dad7ea4947f9d60c570d7e5068e863d2ab05f561d108d1baf",0,"[object Object]"
"59227.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",889,"2024/11/18 14:37:33","2024/11/18 14:37:33","Unclassified:100","","963c2b42cc505e0e387aec5f10f3eba941ebb3fed7e835107bf83d8ef1f79607bfb9cab8b33770d865088042e6690f5443cbc6a17c6bb8538daec8d1fe78604e",0,"[object Object]"
"59591.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2520,"2024/11/18 14:38:39","2024/11/18 14:38:39","ICD 10 Diagnosis Policy:085","","223ae1756613f2e045338a9d19e707d7900f3cf3575e14aac2ea56a9a847af0a87a21f2b486b29bc51c1787668891d01cbe5587fc6640e5c8c889ae38c377c42",0,"[object Object]"
"15942.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",909,"2024/11/18 14:38:38","2024/11/18 14:38:38","Unclassified:100","","9562ba2bef50e4d50632406860edfec3fa620369f7d353af696a5c02e516c2806c2841bf2f40ffb14a39c6c7639596f074621ae27e1ffde57392abbb26f706a6",0,"[object Object]"
"54117.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1335,"2024/11/18 14:38:25","2024/11/18 14:38:25","Unclassified:100","","bbf2b08698d3710112dfe6752c4d2c313da2be25e6b040e15cdc2d1885cf947b91481876f14e71e35657d4779a4b437ef19f82dea8194be292efb557b2621a5a",0,"[object Object]"
"15548.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",955,"2024/11/18 14:37:43","2024/11/18 14:37:43","Unclassified:100","","9fe05450ed97da2a3ef27d1116e5287aac63bc09e8275d8b6b68d94cc8595f5d2d73576c015226269ee03b3d5dcd8b5bcd0ecd6c2095babed27b441b416eb9eb",0,"[object Object]"
"60925.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1217,"2024/11/18 14:39:05","2024/11/18 14:39:05","Unclassified:100","","082f14aac661c1bfbfdeb3f900f46f9c57f5c8c92890108b8c706388f63960aad25cde5518bbf291b7b440affd3bb748373cf36a1ddfe605e6e1c14928b4073d",0,"[object Object]"
"52820.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",833,"2024/11/18 14:39:14","2024/11/18 14:39:14","Unclassified:100","","b6672633455f75759b619403cb19d01df20856537d059afec4ee982b19be3d23d1c51ffa1477fdbef3bb631dee7537192969eed7f5f29bf396254d6224c0a70e",0,"[object Object]"
"61181.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1929,"2024/11/18 14:37:55","2024/11/18 14:37:55","Unclassified:100","","4503e9581088489e8eb39ed692495fb275c31aa201b58ca60cf18985b62338362ab4c662e9a39035b1f5c29574d3c0d4f2ad5b3c09604f847dcec0a59abc03e5",0,"[object Object]"
"15760.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",710,"2024/11/18 14:38:07","2024/11/18 14:38:07","Unclassified:100","","68f954fe672ba16c80f2d8216d32eda3e7617e8401df5e4b34d06d52c9b6274a2c922e7129cad1efec67477691fc977cef1f55750b10a69a5bb4a31bf972b7b1",0,"[object Object]"
"61544.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1483,"2024/11/18 14:37:41","2024/11/18 14:37:41","Unclassified:100","","862c990174f2487d9ddc1bd2dfbc196aa6d181ecc8509766c3d9db4d14c2dd94969fcce2cb37fd74521f00f65f133f486e2b83c1dfb7ac84157118522c8e6fab",0,"[object Object]"
"15414.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",946,"2024/11/18 14:37:49","2024/11/18 14:37:49","Unclassified:100","","6cb2c4ec2cf9552b8fc9e10dd0ab8f2ae71640eed8c35bd22d35fcdd02bbee14b646c5883a17fbc3307467b06271ae2ef36630e6956d8c42a4c3e63ecca4cb40",0,"[object Object]"
"16041.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1862,"2024/11/18 14:37:43","2024/11/18 14:37:43","Unclassified:100","","362c6b8cecebc48b3b1aa3e6a41ec4701b059594e6a6516aea09a58815e856eb7a48a00c08140f7890c68c698763c2fffc9290637115eed5426b4686b6edeebd",0,"[object Object]"
"15953.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",764,"2024/11/18 14:38:10","2024/11/18 14:38:10","Unclassified:100","","e3c01155d2694724ef8e50f2017feeea2efaa3adf83a97627093bfc8dcd6514f07cdb2146203a33310103d9021b60f78447a3fb069e8c4b3b65c0ab89f3521da",0,"[object Object]"
"60846.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",716,"2024/11/18 14:38:33","2024/11/18 14:38:33","Unclassified:100","","a0846f1559e05dbaa521ff27ca0319cf56d16837813c314e3163200dc22927a4fc36cb99cc3c31692d8da2cb0c76a8e44dae3023544d4d58cd0a1efacf614826",0,"[object Object]"
"15577.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1430,"2024/11/18 14:38:16","2024/11/18 14:38:16","Unclassified:100","","56efe7691028e9b741ff03bcfe96154e072f2d8e1017194fae2aab326d902db136055edb845b1e6583d96b89a9ab52ca25ba3ce47e4474f952c02f9221d1f0f8",0,"[object Object]"
"59383.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1420,"2024/11/18 14:38:49","2024/11/18 14:38:49","Unclassified:100","","4ccefe0801a7442313966058313f957172c4a10b28675f63094b43dd98ea6be81d17fb97c351d7b33d8bfce2f66e9ba8381c049df26360829e9d47422346f2ca",0,"[object Object]"
"61026.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2199,"2024/11/18 14:38:38","2024/11/18 14:38:38","Unclassified:100","","035cdfcd9d765f57af002bbd887098b3cb5c8d7e401402f84fdb34b56e257c9c17a499b24615da0df3a8c87b9f96379456ab45488590e73cf722bc31037f81ee",0,"[object Object]"
"61155.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",6383,"2024/11/18 14:37:18","2024/11/18 14:37:18","Unclassified:100","","632334cbb7b215b4b78d31fc44d4a378677875fe36ac590dfdd7dcba743cefcdea34a6c4b4d37976b5b83a8e1d748dfe7120c8bdf89f007fd0e26fe62b78e63f",0,"[object Object]"
"58060.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2236,"2024/11/18 14:38:53","2024/11/18 14:38:53","Unclassified:100","","88d1f4107683ef4a2c14e53604a577aecb16c904cb736b266ad2fa7e7f5c9519ed7274c10e8905b72d7eff7376f9be8aee2ffc7becfc41b25a7dfdc16f14f676",0,"[object Object]"
"54138.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",426,"2024/11/18 14:37:53","2024/11/18 14:37:53","Unclassified:100","","d991ef5fc1b59e595190849ecf570918cbad3252ad330f43bb5693213e6592eee6c1049d496ae0e91c6897936fe7ef113f4a7f8e8f100ce39b0d8284c5e22e9a",0,"[object Object]"
"61168.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1082,"2024/11/18 14:37:49","2024/11/18 14:37:49","Unclassified:100","","f13e2057e50fbc423ea99a62121e99b016e68463741ed3fdda6e316ff624300ef9bb8eebc55549675e00c24ff936049f8b05c2fba986c05f2549832f281a62fc",0,"[object Object]"
"15978.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1880,"2024/11/18 14:37:34","2024/11/18 14:37:34","Unclassified:100","","775715ec87f9d756d47c32a304f7dc7c74aacc40456e8655809dd4c7bf7f02de7262fda338eecc331e046299493bc409a36ace8381b20a174d3bb28c3ef5119f",0,"[object Object]"
"59036.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1851,"2024/11/18 14:38:44","2024/11/18 14:38:44","Unclassified:100","","9e1aef811d8a4cc62455e2ed0babad56139181cdb5acc472acc73ae8a64053ef2094245a9bc395ab06f2f5b8aa404758f69484fce69a6becf0b6ef1fb61ba892",0,"[object Object]"
"52825.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",740,"2024/11/18 14:37:30","2024/11/18 14:37:30","Unclassified:100","","71ca165aa56a69373e1fa1a1ff9817f5c96edc698ada0747f2c5c2083e778ffcd6c7421637f7f8b10877a8224304469c010c1d77dd2acfda49ff9fac9c1cfadb",0,"[object Object]"
"59195.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",219,"2024/11/18 14:38:46","2024/11/18 14:38:46","Unclassified:100","","d33a2b5ca092c1dd56f933d3e35904ae72296a076d1cdbbfff6d71b81c85021d8d7bceb8345eae124f9ec2ec6d5bb544bb4d8deaac729ceb5c06fcda1da6a756",0,"[object Object]"
"53907.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",660,"2024/11/18 14:38:11","2024/11/18 14:38:11","Unclassified:100","","29c57cdcc16060a74cb3f6fd94897f65c47e70438d4d50e8fcd76c874c41c836573ebcd7f0df5529bdf30497d8cfa4e5e97c4fc7be9e7bee5b6aaf874a819010",0,"[object Object]"
"54299.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",778,"2024/11/18 14:37:41","2024/11/18 14:37:41","Unclassified:100","","49c16ba7b047bb3273270cf8e0fb964e1405eb34fad44b9e4e7f3ec863a56e49c15f7f6e566051f397af102a4c055f16bcdc7f77b545570b76f3eb9917f37bf1",0,"[object Object]"
"54128.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",489,"2024/11/18 14:38:53","2024/11/18 14:38:53","Unclassified:100","","e68e5e9539aa9b45890314810f18e0825c48d8a9db12f223981577010097b2760ad0071471cb5679ba3c10c4d32a186f177b8fdfd6ce92f90fffda74bbb87a77",0,"[object Object]"
"61427.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",4341,"2024/11/18 14:38:17","2024/11/18 14:38:17","United States Federal Information Security Management Act (FISMA) Policy:085;United States National Institute of Standards and Technology (NIST) 800-171 Policy:085","","dbe4c5d715bc9d8c65616d991237e973a37dee785dae42f328e249499f880b3355c5ee43c593717e6415784fa71389a347e85af0451997591962e4f46cfb8d9d",0,"[object Object]"
"59190.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",772,"2024/11/18 14:38:17","2024/11/18 14:38:17","Unclassified:100","","7012357fd823398e629f033a9a58282bb97d18cffd7be5c3bf5d12f00a07efae20f103cf75e788e9ed1fdf42f62d05c6897c8d243d3674e56eeaa0bb5eb7e37d",0,"[object Object]"
"60892.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",8485,"2024/11/18 14:39:13","2024/11/18 14:39:13","Unclassified:100","","4079a81a8a444681a61f08c4958cc024bc25d7a38e7d9573d6802bf97d09ca3aba04c7aa9c88ff2efbc973939b14b22ce2d94b109c21e15a43d12cadc1ec3fbd",0,"[object Object]"
"61369.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",163,"2024/11/18 14:38:17","2024/11/18 14:38:17","Unclassified:100","","81f400bcd54700a55ea44eb31635156da0a3cbf09aa9be7fb6124a1adae9c2c854bbd34b1bbf8a107bdf8d4d09383df26449deb66168cf1804fd284da00ec89c",0,"[object Object]"
"61394.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2210,"2024/11/18 14:37:22","2024/11/18 14:37:22","Unclassified:100","","60ab1b39a39fc1820f1c4f9226a6774ace933b417f8c82d1d3c7e44bf00164d26e2d8bffdf7fa6b8de1991f9d2e827b8552dcba9764caf9387e71785a19a7e37",0,"[object Object]"
"53859.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",2814,"2024/11/18 14:37:17","2024/11/18 14:37:17","Unclassified:100","","c9202e7c37da8be0179b446eff8d5be4a3986e3f429c8064d845fc71aa52869a854eaa6b34b13150cbc3b53f9bd68d1b49c449fd7847386fc6339df370865dcf",0,"[object Object]"
"54306.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",717,"2024/11/18 14:37:48","2024/11/18 14:37:48","Unclassified:100","","46706da90073eb2c18d209b30983d19b2592b765b0959fa43f30416d2c60dd9498cd8fdc3a4d71d11cb5b19c7f0630c59911f467ad5798163a2d14795510799a",0,"[object Object]"
"53520.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",160,"2024/11/18 14:37:27","2024/11/18 14:37:27","Unclassified:100","","077db490bac6e8a01f2a2671d9186286d6236776bfd700e5e6a430660b192575fc9f35a82657181e37b916048c649d67841d55911bb76471b4345ca1c49bfe73",0,"[object Object]"
"60935.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1147,"2024/11/18 14:37:48","2024/11/18 14:37:48","Unclassified:100","","b0ad78ba1c982c83421022aae5e51d54d3001bdce1f3fb4b977515b95825511c662d3d8107cbecfedabb4b9da71a45e17254d78080753ad21a67367696559edc",0,"[object Object]"
"53721.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",478,"2024/11/18 14:38:07","2024/11/18 14:38:07","Unclassified:100","","d4d7fcff2c332a5180c95c66076ada45f40672861828bcc756b660db3fe97aafa28f61428affd4bbdb98b3ebecefe2522ac6edaebb3ce879e14a6b7fda0b0ef9",0,"[object Object]"
"54300.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",992,"2024/11/18 14:38:47","2024/11/18 14:38:47","Unclassified:100","","49965c233e43782e1a38c352b2f4e2010f3d9e2e794b684058ceb50ba060a200a889a435ee792ef0b2f8a64c57e9cd92de58628ed7199e9ca9b65be21a8bd38b",0,"[object Object]"
"53912.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",814,"2024/11/18 14:38:09","2024/11/18 14:38:09","Unclassified:100","","3f1503bd80f99d51663a523c68c3f8bb0a4703d09665731741dc414591be1121f7a0818924494c488809c27ac0c15a36ffed27b4e34b9263fc63d3435bc608a3",0,"[object Object]"
"60897.txt","/Ohio/GRU-WS/Microsoft/OneDrive/matt@nowakelabs.com/MyDocs/Text/Data/Science/",1827,"2024/11/18 14:37:30","2024/11/18 14:37:30","Unclassified:100","","1009460c2b5fc43e71ea3415f9303f468a5db42556121d30e3d8cd48d3a999589eebef18f0e8af130688e559770243af927e527048be23d94c3517e20bf9fb2f",0,"[object Object]"
